Genes	ENTREZ_ID	Genes
MUC4	4585	MUC4
MUC3A	4584	MUC3A
MUC1	4582	MUC1
MTX1	4580	MTX1
MTRR	4552	MTRR
MTR	4548	MTR
MTTP	4547	MTTP
MTNR1B	4544	MTNR1B
MTNR1A	4543	MTNR1A
MYO1F	4542	MYO1F
MTM1	4534	MTM1
MTIF2	4528	MTIF2
MTHFR	4524	MTHFR
MTHFD1	4522	MTHFD1
NUDT1	4521	NUDT1
MTF1	4520	MTF1
MTCP1	4515	MTCP1
MTAP	4507	MTAP
MT3	4504	MT3
MT2A	4502	MT2A
MT1X	4501	MT1X
MT1M	4499	MT1M
MT1H	4496	MT1H
MT1G	4495	MT1G
MT1F	4494	MT1F
MT1E	4493	MT1E
MT1B	4490	MT1B
MT1A	4489	MT1A
MSX2	4488	MSX2
MSX1	4487	MSX1
MST1R	4486	MST1R
MST1	4485	MST1
MSRA	4482	MSRA
MSR1	4481	MSR1
MSN	4478	MSN
MSMB	4477	MSMB
MSI1	4440	MSI1
MSH5	4439	MSH5
MSH4	4438	MSH4
MSH3	4437	MSH3
MSH2	4436	MSH2
CITED1	4435	CITED1
MYO1B	4430	MYO1B
ABCC1	4363	ABCC1
MRC1	4360	MRC1
MPZ	4359	MPZ
MPV17	4358	MPV17
MPST	4357	MPST
MPP3	4356	MPP3
MPP2	4355	MPP2
MPP1	4354	MPP1
MPO	4353	MPO
MPL	4352	MPL
MPI	4351	MPI
MPG	4350	MPG
CD200	4345	CD200
MOV10	4343	MOV10
MOS	4342	MOS
MOG	4340	MOG
MOCS2	4338	MOCS2
MOCS1	4337	MOCS1
MOBP	4336	MOBP
MNT	4335	MNT
MNDA	4332	MNDA
MNAT1	4331	MNAT1
MN1	4330	MN1
ALDH6A1	4329	ALDH6A1
MMP19	4327	MMP19
MMP17	4326	MMP17
MMP16	4325	MMP16
MMP15	4324	MMP15
MMP14	4323	MMP14
MMP13	4322	MMP13
MMP12	4321	MMP12
MMP11	4320	MMP11
MMP10	4319	MMP10
MMP9	4318	MMP9
MMP8	4317	MMP8
MMP7	4316	MMP7
MMP3	4314	MMP3
MMP2	4313	MMP2
MMP1	4312	MMP1
MME	4311	MME
TRPM1	4308	TRPM1
NR3C2	4306	NR3C2
FOXO4	4303	FOXO4
MLLT6	4302	MLLT6
MLLT3	4300	MLLT3
AFF1	4299	AFF1
MLLT1	4298	MLLT1
KMT2A	4297	KMT2A
MAP3K11	4296	MAP3K11
MLN	4295	MLN
MAP3K10	4294	MAP3K10
MAP3K9	4293	MAP3K9
MLH1	4292	MLH1
MLF1	4291	MLF1
MKLN1	4289	MKLN1
MKI67	4288	MKI67
ATXN3	4287	ATXN3
MITF	4286	MITF
MIPEP	4285	MIPEP
MIP	4284	MIP
CXCL9	4283	CXCL9
MIF	4282	MIF
MID1	4281	MID1
MICB	4277	MICB
CD99	4267	CD99
CIITA	4261	CIITA
MGST3	4259	MGST3
MGST2	4258	MGST2
MGST1	4257	MGST1
MGP	4256	MGP
MGMT	4255	MGMT
KITLG	4254	KITLG
MIA2	4253	MIA2
SCGB2A2	4250	SCGB2A2
MGAT5	4249	MGAT5
MGAT3	4248	MGAT3
MGAT2	4247	MGAT2
SCGB2A1	4246	SCGB2A1
MGAT1	4245	MGAT1
MFNG	4242	MFNG
MFGE8	4240	MFGE8
MFAP4	4239	MFAP4
MFAP3	4238	MFAP3
MFAP2	4237	MFAP2
MFAP1	4236	MFAP1
METTL1	4234	METTL1
MET	4233	MET
MEST	4232	MEST
MEP1B	4225	MEP1B
MEP1A	4224	MEP1A
MEOX2	4223	MEOX2
MEOX1	4222	MEOX1
MEN1	4221	MEN1
RAB8A	4218	RAB8A
MAP3K5	4217	MAP3K5
MAP3K4	4216	MAP3K4
MAP3K3	4215	MAP3K3
MAP3K1	4214	MAP3K1
MEIS2	4212	MEIS2
MEIS1	4211	MEIS1
MEFV	4210	MEFV
MEF2D	4209	MEF2D
MEF2C	4208	MEF2C
MEF2A	4205	MEF2A
MECP2	4204	MECP2
MEA1	4201	MEA1
ME2	4200	ME2
ME1	4199	ME1
MDM4	4194	MDM4
MDM2	4193	MDM2
MDK	4192	MDK
MDH2	4191	MDH2
MDH1	4190	MDH1
DNAJB9	4189	DNAJB9
MDFI	4188	MDFI
ADAM11	4185	ADAM11
SMCP	4184	SMCP
CD46	4179	CD46
MCM7	4176	MCM7
MCM6	4175	MCM6
MCM5	4174	MCM5
MCM4	4173	MCM4
MCM3	4172	MCM3
MCM2	4171	MCM2
MCL1	4170	MCL1
MCF2	4168	MCF2
CHST6	4166	CHST6
MCC	4163	MCC
MCAM	4162	MCAM
MC5R	4161	MC5R
MC4R	4160	MC4R
MC3R	4159	MC3R
MC2R	4158	MC2R
MC1R	4157	MC1R
MBP	4155	MBP
MBNL1	4154	MBNL1
MBL2	4153	MBL2
MBD1	4152	MBD1
MB	4151	MB
MAZ	4150	MAZ
MAX	4149	MAX
MATN3	4148	MATN3
MATN2	4147	MATN2
MATN1	4146	MATN1
MATK	4145	MATK
MAT2A	4144	MAT2A
MAT1A	4143	MAT1A
MAS1	4142	MAS1
MARS	4141	MARS
MARK3	4140	MARK3
MARK1	4139	MARK1
MAPT	4137	MAPT
MAP6	4135	MAP6
MAP4	4134	MAP4
MAP2	4133	MAP2
MAP1B	4131	MAP1B
MAP1A	4130	MAP1A
MAOB	4129	MAOB
MAOA	4128	MAOA
MANBA	4126	MANBA
MAN2B1	4125	MAN2B1
MAN2A1	4124	MAN2A1
MAN2C1	4123	MAN2C1
MAN2A2	4122	MAN2A2
MAN1A1	4121	MAN1A1
MAL	4118	MAL
MAK	4117	MAK
MAGOH	4116	MAGOH
MAGEB4	4115	MAGEB4
MAGEB3	4114	MAGEB3
MAGEB2	4113	MAGEB2
MAGEB1	4112	MAGEB1
MAGEA12	4111	MAGEA12
MAGEA11	4110	MAGEA11
MAGEA10	4109	MAGEA10
MAGEA9	4108	MAGEA9
MAGEA8	4107	MAGEA8
MAGEA6	4105	MAGEA6
MAGEA4	4103	MAGEA4
MAGEA3	4102	MAGEA3
MAGEA2	4101	MAGEA2
MAGEA1	4100	MAGEA1
MAG	4099	MAG
MAFG	4097	MAFG
MAF	4094	MAF
SMAD9	4093	SMAD9
SMAD7	4092	SMAD7
SMAD6	4091	SMAD6
SMAD5	4090	SMAD5
SMAD4	4089	SMAD4
SMAD3	4088	SMAD3
SMAD2	4087	SMAD2
SMAD1	4086	SMAD1
MAD2L1	4085	MAD2L1
MXD1	4084	MXD1
MARCKS	4082	MARCKS
MAB21L1	4081	MAB21L1
NBR1	4077	NBR1
CAPRIN1	4076	CAPRIN1
M6PR	4074	M6PR
EPCAM	4072	EPCAM
TM4SF1	4071	TM4SF1
TACSTD2	4070	TACSTD2
LYZ	4069	LYZ
SH2D1A	4068	SH2D1A
LYN	4067	LYN
LYL1	4066	LYL1
LY75	4065	LY75
CD180	4064	CD180
LY9	4063	LY9
LY6H	4062	LY6H
LY6E	4061	LY6E
LUM	4060	LUM
BCAM	4059	BCAM
LTK	4058	LTK
LTF	4057	LTF
LTC4S	4056	LTC4S
LTBR	4055	LTBR
LTBP3	4054	LTBP3
LTBP2	4053	LTBP2
LTBP1	4052	LTBP1
CYP4F3	4051	CYP4F3
LTB	4050	LTB
LTA	4049	LTA
LTA4H	4048	LTA4H
LSS	4047	LSS
LSP1	4046	LSP1
LSAMP	4045	LSAMP
LRPAP1	4043	LRPAP1
LRP5	4041	LRP5
LRP6	4040	LRP6
LRP4	4038	LRP4
LRP3	4037	LRP3
LRP2	4036	LRP2
LRP1	4035	LRP1
LRCH4	4034	LRCH4
LRMP	4033	LRMP
LPP	4026	LPP
LPO	4025	LPO
LPL	4023	LPL
LPA	4018	LPA
LOXL2	4017	LOXL2
LOXL1	4016	LOXL1
LOX	4015	LOX
LOR	4014	LOR
VWA5A	4013	VWA5A
LNPEP	4012	LNPEP
LMX1B	4010	LMX1B
LMX1A	4009	LMX1A
LMO7	4008	LMO7
PRICKLE3	4007	PRICKLE3
LMO2	4005	LMO2
LMO1	4004	LMO1
LMNB1	4001	LMNB1
LMNA	4000	LMNA
LMAN1	3998	LMAN1
LLGL1	3996	LLGL1
FADS3	3995	FADS3
LLGL2	3993	LLGL2
FADS1	3992	FADS1
LIPE	3991	LIPE
LIPC	3990	LIPC
LIPA	3988	LIPA
LIMS1	3987	LIMS1
LIMK2	3985	LIMK2
LIMK1	3984	LIMK1
ABLIM1	3983	ABLIM1
LIM2	3982	LIM2
LIG4	3981	LIG4
LIG3	3980	LIG3
LIG1	3978	LIG1
LIFR	3977	LIFR
LIF	3976	LIF
LHX1	3975	LHX1
LHCGR	3973	LHCGR
LHB	3972	LHB
LGALS9	3965	LGALS9
LGALS8	3964	LGALS8
LGALS7	3963	LGALS7
LGALS4	3960	LGALS4
LGALS3BP	3959	LGALS3BP
LGALS3	3958	LGALS3
LGALS2	3957	LGALS2
LGALS1	3956	LGALS1
LFNG	3955	LFNG
LETM1	3954	LETM1
LEPR	3953	LEPR
LEP	3952	LEP
LECT2	3950	LECT2
LDLR	3949	LDLR
LDHC	3948	LDHC
LDHB	3945	LDHB
LDHA	3939	LDHA
LCT	3938	LCT
LCP2	3937	LCP2
LCP1	3936	LCP1
LCN2	3934	LCN2
LCN1	3933	LCN1
LCK	3932	LCK
LCAT	3931	LCAT
LBR	3930	LBR
LBP	3929	LBP
LASP1	3927	LASP1
STMN1	3925	STMN1
RPSA	3921	RPSA
LAMP2	3920	LAMP2
LAMC2	3918	LAMC2
LAMP1	3916	LAMP1
LAMC1	3915	LAMC1
LAMB3	3914	LAMB3
LAMB2	3913	LAMB2
LAMB1	3912	LAMB1
LAMA5	3911	LAMA5
LAMA4	3910	LAMA4
LAMA3	3909	LAMA3
LAMA2	3908	LAMA2
LALBA	3906	LALBA
LAIR2	3904	LAIR2
LAIR1	3903	LAIR1
LAG3	3902	LAG3
AFF3	3899	AFF3
LAD1	3898	LAD1
L1CAM	3897	L1CAM
KTN1	3895	KTN1
KRT86	3892	KRT86
KRT85	3891	KRT85
KRT84	3890	KRT84
KRT83	3889	KRT83
KRT82	3888	KRT82
KRT81	3887	KRT81
KRT35	3886	KRT35
KRT34	3885	KRT34
KRT33B	3884	KRT33B
KRT33A	3883	KRT33A
KRT32	3882	KRT32
KRT31	3881	KRT31
KRT19	3880	KRT19
KRT18	3875	KRT18
KRT17	3872	KRT17
KRT16	3868	KRT16
KRT15	3866	KRT15
KRT14	3861	KRT14
KRT13	3860	KRT13
KRT12	3859	KRT12
KRT10	3858	KRT10
KRT9	3857	KRT9
KRT8	3856	KRT8
KRT7	3855	KRT7
KRT6B	3854	KRT6B
KRT6A	3853	KRT6A
KRT5	3852	KRT5
KRT4	3851	KRT4
KRT3	3850	KRT3
KRT2	3849	KRT2
KRT1	3848	KRT1
KRTAP5-9	3846	KRTAP5-9
KRAS	3845	KRAS
IPO5	3843	IPO5
TNPO1	3842	TNPO1
KPNA5	3841	KPNA5
KPNA4	3840	KPNA4
KPNA3	3839	KPNA3
KPNA2	3838	KPNA2
KPNB1	3837	KPNB1
KPNA1	3836	KPNA1
KIF22	3835	KIF22
KIF25	3834	KIF25
KIFC1	3833	KIFC1
KIF11	3832	KIF11
KLC1	3831	KLC1
KNG1	3827	KNG1
KLRD1	3824	KLRD1
KLRC3	3823	KLRC3
KLRC2	3822	KLRC2
KLRC1	3821	KLRC1
KLRB1	3820	KLRB1
KLKB1	3818	KLKB1
KLK2	3817	KLK2
KLK1	3816	KLK1
KIT	3815	KIT
KISS1	3814	KISS1
KIR3DL2	3812	KIR3DL2
KIR3DL1	3811	KIR3DL1
KIR2DL4	3805	KIR2DL4
KIR2DL3	3804	KIR2DL3
KIR2DL1	3802	KIR2DL1
KIFC3	3801	KIFC3
KIF5C	3800	KIF5C
KIF5B	3799	KIF5B
KIF5A	3798	KIF5A
KIF3C	3797	KIF3C
KIF2A	3796	KIF2A
KHK	3795	KHK
KEL	3792	KEL
KDR	3791	KDR
KCNS3	3790	KCNS3
KCNS2	3788	KCNS2
KCNS1	3787	KCNS1
KCNQ3	3786	KCNQ3
KCNQ2	3785	KCNQ2
KCNQ1	3784	KCNQ1
KCNN4	3783	KCNN4
KCNN3	3782	KCNN3
KCNN2	3781	KCNN2
KCNN1	3780	KCNN1
KCNMB1	3779	KCNMB1
KCNMA1	3778	KCNMA1
KCNK3	3777	KCNK3
KCNK2	3776	KCNK2
KCNK1	3775	KCNK1
KCNJ16	3773	KCNJ16
KCNJ15	3772	KCNJ15
KCNJ14	3770	KCNJ14
KCNJ13	3769	KCNJ13
KCNJ12	3768	KCNJ12
KCNJ11	3767	KCNJ11
KCNJ10	3766	KCNJ10
KCNJ9	3765	KCNJ9
KCNJ8	3764	KCNJ8
KCNJ6	3763	KCNJ6
KCNJ5	3762	KCNJ5
KCNJ4	3761	KCNJ4
KCNJ3	3760	KCNJ3
KCNJ2	3759	KCNJ2
KCNJ1	3758	KCNJ1
KCNH2	3757	KCNH2
KCNH1	3756	KCNH1
KCNG1	3755	KCNG1
KCNF1	3754	KCNF1
KCNE1	3753	KCNE1
KCND3	3752	KCND3
KCND2	3751	KCND2
KCND1	3750	KCND1
KCNC4	3749	KCNC4
KCNC3	3748	KCNC3
KCNC2	3747	KCNC2
KCNC1	3746	KCNC1
KCNB1	3745	KCNB1
KCNA10	3744	KCNA10
KCNA7	3743	KCNA7
KCNA6	3742	KCNA6
KCNA5	3741	KCNA5
KCNA4	3739	KCNA4
KCNA3	3738	KCNA3
KCNA2	3737	KCNA2
KCNA1	3736	KCNA1
KARS	3735	KARS
CD82	3732	CD82
JUP	3728	JUP
JUND	3727	JUND
JUNB	3726	JUNB
JUN	3725	JUN
JARID2	3720	JARID2
JAK3	3718	JAK3
JAK2	3717	JAK2
JAK1	3716	JAK1
JAG2	3714	JAG2
IVL	3713	IVL
IVD	3712	IVD
ITPR3	3710	ITPR3
ITPR2	3709	ITPR2
ITPR1	3708	ITPR1
ITPKB	3707	ITPKB
ITPKA	3706	ITPKA
ITPK1	3705	ITPK1
ITPA	3704	ITPA
STT3A	3703	STT3A
ITK	3702	ITK
ITIH4	3700	ITIH4
ITIH3	3699	ITIH3
ITIH2	3698	ITIH2
ITIH1	3697	ITIH1
ITGB8	3696	ITGB8
ITGB7	3695	ITGB7
ITGB6	3694	ITGB6
ITGB5	3693	ITGB5
EIF6	3692	EIF6
ITGB4	3691	ITGB4
ITGB3	3690	ITGB3
ITGB2	3689	ITGB2
ITGB1	3688	ITGB1
ITGAX	3687	ITGAX
ITGAV	3685	ITGAV
ITGAM	3684	ITGAM
ITGAL	3683	ITGAL
ITGAE	3682	ITGAE
ITGAD	3681	ITGAD
ITGA9	3680	ITGA9
ITGA7	3679	ITGA7
ITGA5	3678	ITGA5
ITGA4	3676	ITGA4
ITGA3	3675	ITGA3
ITGA2B	3674	ITGA2B
ITGA2	3673	ITGA2
ITGA1	3672	ITGA1
ISLR	3671	ISLR
ISL1	3670	ISL1
ISG20	3669	ISG20
IRS1	3667	IRS1
IRF7	3665	IRF7
IRF6	3664	IRF6
IRF5	3663	IRF5
IRF4	3662	IRF4
IRF3	3661	IRF3
IRF2	3660	IRF2
IRF1	3659	IRF1
IREB2	3658	IREB2
IRAK2	3656	IRAK2
ITGA6	3655	ITGA6
IRAK1	3654	IRAK1
IPP	3652	IPP
PDX1	3651	PDX1
EIF3E	3646	EIF3E
INSRR	3645	INSRR
INSR	3643	INSR
INSM1	3642	INSM1
INSL4	3641	INSL4
INSL3	3640	INSL3
INSIG1	3638	INSIG1
INPPL1	3636	INPPL1
INPP5D	3635	INPP5D
INPP5B	3633	INPP5B
INPP5A	3632	INPP5A
INPP4A	3631	INPP4A
INS	3630	INS
INPP1	3628	INPP1
CXCL10	3627	CXCL10
INHBC	3626	INHBC
INHBB	3625	INHBB
INHBA	3624	INHBA
INHA	3623	INHA
ING2	3622	ING2
ING1	3621	ING1
IDO1	3620	IDO1
INCENP	3619	INCENP
IMPG1	3617	IMPG1
IMPDH2	3615	IMPDH2
IMPDH1	3614	IMPDH1
IMPA2	3613	IMPA2
IMPA1	3612	IMPA1
ILK	3611	ILK
ILF3	3609	ILF3
ILF2	3608	ILF2
FOXK2	3607	FOXK2
IL18	3606	IL18
IL17A	3605	IL17A
TNFRSF9	3604	TNFRSF9
IL16	3603	IL16
IL15RA	3601	IL15RA
IL15	3600	IL15
IL13RA2	3598	IL13RA2
IL13RA1	3597	IL13RA1
IL13	3596	IL13
IL12RB2	3595	IL12RB2
IL12RB1	3594	IL12RB1
IL12B	3593	IL12B
IL12A	3592	IL12A
IL11RA	3590	IL11RA
IL11	3589	IL11
IL10RB	3588	IL10RB
IL10RA	3587	IL10RA
IL10	3586	IL10
IL9R	3581	IL9R
CXCR2	3579	CXCR2
IL9	3578	IL9
CXCR1	3577	CXCR1
CXCL8	3576	CXCL8
IL7R	3575	IL7R
IL7	3574	IL7
IL6ST	3572	IL6ST
IL6R	3570	IL6R
IL6	3569	IL6
IL5RA	3568	IL5RA
IL5	3567	IL5
IL4R	3566	IL4R
IL4	3565	IL4
IL3RA	3563	IL3RA
IL3	3562	IL3
IL2RG	3561	IL2RG
IL2RB	3560	IL2RB
IL2RA	3559	IL2RA
IL2	3558	IL2
IL1RN	3557	IL1RN
IL1RAP	3556	IL1RAP
IL1R1	3554	IL1R1
IL1B	3553	IL1B
IL1A	3552	IL1A
IKBKB	3551	IKBKB
IK	3550	IK
IHH	3549	IHH
IGSF1	3547	IGSF1
IGLL1	3543	IGLL1
RBPJ	3516	RBPJ
IGHMBP2	3508	IGHMBP2
CYR61	3491	CYR61
IGFBP7	3490	IGFBP7
IGFBP6	3489	IGFBP6
IGFBP5	3488	IGFBP5
IGFBP4	3487	IGFBP4
IGFBP3	3486	IGFBP3
IGFBP2	3485	IGFBP2
IGFBP1	3484	IGFBP1
IGFALS	3483	IGFALS
IGF2R	3482	IGF2R
IGF2	3481	IGF2
IGF1R	3480	IGF1R
IGF1	3479	IGF1
IGBP1	3476	IGBP1
IFRD1	3475	IFRD1
IFNW1	3467	IFNW1
IFNGR2	3460	IFNGR2
IFNGR1	3459	IFNGR1
IFNG	3458	IFNG
IFNB1	3456	IFNB1
IFNAR2	3455	IFNAR2
IFNAR1	3454	IFNAR1
IFNA21	3452	IFNA21
IFNA17	3451	IFNA17
IFNA16	3449	IFNA16
IFNA14	3448	IFNA14
IFNA13	3447	IFNA13
IFNA10	3446	IFNA10
IFNA8	3445	IFNA8
IFNA7	3444	IFNA7
IFNA6	3443	IFNA6
IFNA5	3442	IFNA5
IFNA4	3441	IFNA4
IFNA2	3440	IFNA2
IFNA1	3439	IFNA1
IFIT3	3437	IFIT3
IFIT1	3434	IFIT1
IFIT2	3433	IFIT2
SP110	3431	SP110
IFI35	3430	IFI35
IFI27	3429	IFI27
IFI16	3428	IFI16
CFI	3426	CFI
IDUA	3425	IDUA
IDS	3423	IDS
IDI1	3422	IDI1
IDH3G	3421	IDH3G
IDH3B	3420	IDH3B
IDH3A	3419	IDH3A
IDH2	3418	IDH2
IDH1	3417	IDH1
IDE	3416	IDE
ID4	3400	ID4
ID3	3399	ID3
ID2	3398	ID2
ID1	3397	ID1
IRF8	3394	IRF8
ICAM4	3386	ICAM4
ICAM3	3385	ICAM3
ICAM2	3384	ICAM2
ICAM1	3383	ICAM1
ICA1	3382	ICA1
IBSP	3381	IBSP
IARS	3376	IARS
IAPP	3375	IAPP
HYAL1	3373	HYAL1
TNC	3371	TNC
HUS1	3364	HUS1
HTR7	3363	HTR7
HTR6	3362	HTR6
HTR5A	3361	HTR5A
HTR4	3360	HTR4
HTR3A	3359	HTR3A
HTR2C	3358	HTR2C
HTR2B	3357	HTR2B
HTR2A	3356	HTR2A
HTR1F	3355	HTR1F
HTR1E	3354	HTR1E
HTR1D	3352	HTR1D
HTR1B	3351	HTR1B
HTR1A	3350	HTR1A
HTN3	3347	HTN3
HTN1	3346	HTN1
FOXN2	3344	FOXN2
NDST1	3340	NDST1
HSPG2	3339	HSPG2
DNAJC4	3338	DNAJC4
DNAJB1	3337	DNAJB1
HSPE1	3336	HSPE1
HSPD1	3329	HSPD1
HSP90AB1	3326	HSP90AB1
IGSF3	3321	IGSF3
HSP90AA1	3320	HSP90AA1
HSPB2	3316	HSPB2
HSPB1	3315	HSPB1
HSPA9	3313	HSPA9
HSPA8	3312	HSPA8
HSPA6	3310	HSPA6
HSPA5	3309	HSPA5
HSPA4	3308	HSPA4
HSPA2	3306	HSPA2
HSPA1L	3305	HSPA1L
HSPA1B	3304	HSPA1B
HSPA1A	3303	HSPA1A
DNAJA1	3301	DNAJA1
DNAJB2	3300	DNAJB2
HSF4	3299	HSF4
HSF2	3298	HSF2
HSF1	3297	HSF1
HSD17B4	3295	HSD17B4
HSD17B2	3294	HSD17B2
HSD17B3	3293	HSD17B3
HSD17B1	3292	HSD17B1
HSD11B2	3291	HSD11B2
HSD11B1	3290	HSD11B1
HSD3B2	3284	HSD3B2
HSD3B1	3283	HSD3B1
HSBP1	3281	HSBP1
HES1	3280	HES1
PRMT1	3276	PRMT1
PRMT2	3275	PRMT2
HRH2	3274	HRH2
HRG	3273	HRG
HRC	3270	HRC
HRH1	3269	HRH1
AGFG2	3268	AGFG2
AGFG1	3267	AGFG1
ERAS	3266	ERAS
HRAS	3265	HRAS
HPX	3263	HPX
HPS1	3257	HPS1
HPRT1	3251	HPRT1
HPR	3250	HPR
HPN	3249	HPN
HPGD	3248	HPGD
HPD	3242	HPD
HPCAL1	3241	HPCAL1
HP	3240	HP
HOXD13	3239	HOXD13
HOXD12	3238	HOXD12
HOXD11	3237	HOXD11
HOXD10	3236	HOXD10
HOXD9	3235	HOXD9
HOXD8	3234	HOXD8
HOXD4	3233	HOXD4
HOXD3	3232	HOXD3
HOXD1	3231	HOXD1
HOXC13	3229	HOXC13
HOXC12	3228	HOXC12
HOXC11	3227	HOXC11
HOXC10	3226	HOXC10
HOXC9	3225	HOXC9
HOXC8	3224	HOXC8
HOXC6	3223	HOXC6
HOXC5	3222	HOXC5
HOXC4	3221	HOXC4
HOXB9	3219	HOXB9
HOXB8	3218	HOXB8
HOXB7	3217	HOXB7
HOXB6	3216	HOXB6
HOXB5	3215	HOXB5
HOXB4	3214	HOXB4
HOXB3	3213	HOXB3
HOXB2	3212	HOXB2
HOXB1	3211	HOXB1
HOXA13	3209	HOXA13
HPCA	3208	HPCA
HOXA11	3207	HOXA11
HOXA10	3206	HOXA10
HOXA9	3205	HOXA9
HOXA7	3204	HOXA7
HOXA6	3203	HOXA6
HOXA5	3202	HOXA5
HOXA4	3201	HOXA4
HOXA3	3200	HOXA3
HOXA2	3199	HOXA2
HOXA1	3198	HOXA1
TLX2	3196	TLX2
TLX1	3195	TLX1
HNRNPU	3192	HNRNPU
HNRNPL	3191	HNRNPL
HNRNPK	3190	HNRNPK
HNRNPH3	3189	HNRNPH3
HNRNPH2	3188	HNRNPH2
HNRNPH1	3187	HNRNPH1
HNRNPF	3185	HNRNPF
HNRNPD	3184	HNRNPD
HNRNPC	3183	HNRNPC
HNRNPAB	3182	HNRNPAB
HNRNPA2B1	3181	HNRNPA2B1
HNRNPA1	3178	HNRNPA1
SLC29A2	3177	SLC29A2
HNMT	3176	HNMT
ONECUT1	3175	ONECUT1
HNF4G	3174	HNF4G
HNF4A	3172	HNF4A
FOXA3	3171	FOXA3
FOXA2	3170	FOXA2
FOXA1	3169	FOXA1
HMX2	3167	HMX2
HMX1	3166	HMX1
NR4A1	3164	NR4A1
HMOX2	3163	HMOX2
HMOX1	3162	HMOX1
HMMR	3161	HMMR
HMGA1	3159	HMGA1
HMGCS2	3158	HMGCS2
HMGCS1	3157	HMGCS1
HMGCR	3156	HMGCR
HMGCL	3155	HMGCL
HMGN2	3151	HMGN2
HMGN1	3150	HMGN1
HMGB3	3149	HMGB3
HMGB2	3148	HMGB2
HMGB1	3146	HMGB1
HMBS	3145	HMBS
HLX	3142	HLX
HLCS	3141	HLCS
MR1	3140	MR1
HLA-G	3135	HLA-G
HLA-F	3134	HLA-F
HLA-E	3133	HLA-E
HLF	3131	HLF
HLA-DRB5	3127	HLA-DRB5
HLA-DRB1	3123	HLA-DRB1
HLA-DRA	3122	HLA-DRA
HLA-DQB2	3120	HLA-DQB2
HLA-DQB1	3119	HLA-DQB1
HLA-DQA2	3118	HLA-DQA2
HLA-DQA1	3117	HLA-DQA1
HLA-DPB1	3115	HLA-DPB1
HLA-DPA1	3113	HLA-DPA1
HLA-DOB	3112	HLA-DOB
HLA-DOA	3111	HLA-DOA
MNX1	3110	MNX1
HLA-DMB	3109	HLA-DMB
HLA-DMA	3108	HLA-DMA
HLA-C	3107	HLA-C
HLA-B	3106	HLA-B
HLA-A	3105	HLA-A
ZBTB48	3104	ZBTB48
HK3	3101	HK3
HK2	3099	HK2
HK1	3098	HK1
HIVEP2	3097	HIVEP2
HIVEP1	3096	HIVEP1
HINT1	3094	HINT1
UBE2K	3093	UBE2K
HIP1	3092	HIP1
HIF1A	3091	HIF1A
HIC1	3090	HIC1
HHEX	3087	HHEX
NRG1	3084	NRG1
HGFAC	3083	HGFAC
HGF	3082	HGF
HGD	3081	HGD
CFHR2	3080	CFHR2
CFHR1	3078	CFHR1
HFE	3077	HFE
CFH	3075	CFH
HEXB	3074	HEXB
HEXA	3073	HEXA
NCKAP1L	3071	NCKAP1L
HELLS	3070	HELLS
HDLBP	3069	HDLBP
HDGF	3068	HDGF
HDC	3067	HDC
HDAC2	3066	HDAC2
HDAC1	3065	HDAC1
HTT	3064	HTT
HCRTR2	3062	HCRTR2
HCRTR1	3061	HCRTR1
HCRT	3060	HCRT
HCLS1	3059	HCLS1
HCK	3055	HCK
HCFC1	3054	HCFC1
SERPIND1	3053	SERPIND1
HCCS	3052	HCCS
HBZ	3050	HBZ
HBQ1	3049	HBQ1
HBG2	3048	HBG2
HBG1	3047	HBG1
HBE1	3046	HBE1
HBD	3045	HBD
HBB	3043	HBB
HBM	3042	HBM
HBA2	3040	HBA2
HBA1	3039	HBA1
HAS3	3038	HAS3
HAS2	3037	HAS2
HAS1	3036	HAS1
HARS	3035	HARS
HAL	3034	HAL
HADH	3033	HADH
HADHB	3032	HADHB
HADHA	3030	HADHA
HAGH	3029	HAGH
HSD17B10	3028	HSD17B10
HABP2	3026	HABP2
HIST1H1A	3024	HIST1H1A
H3F3B	3021	H3F3B
H3F3A	3020	H3F3A
HIST1H2BB	3018	HIST1H2BB
HIST1H2BD	3017	HIST1H2BD
H2AFZ	3015	H2AFZ
H2AFX	3014	H2AFX
HIST1H2AD	3013	HIST1H2AD
HIST1H2AE	3012	HIST1H2AE
HIST1H1T	3010	HIST1H1T
HIST1H1B	3009	HIST1H1B
HIST1H1E	3008	HIST1H1E
HIST1H1D	3007	HIST1H1D
HIST1H1C	3006	HIST1H1C
H1F0	3005	H1F0
GZMM	3004	GZMM
GZMK	3003	GZMK
GZMB	3002	GZMB
GZMA	3001	GZMA
GUCY2D	3000	GUCY2D
GZMH	2999	GZMH
GYS2	2998	GYS2
GYS1	2997	GYS1
GYPE	2996	GYPE
GYPC	2995	GYPC
GYPB	2994	GYPB
GYPA	2993	GYPA
GYG1	2992	GYG1
GUSB	2990	GUSB
GUK1	2987	GUK1
GUCY2F	2986	GUCY2F
GUCY2C	2984	GUCY2C
GUCA2B	2981	GUCA2B
GUCA2A	2980	GUCA2A
GUCA1B	2979	GUCA1B
GUCA1A	2978	GUCA1A
GUCY1A2	2977	GUCY1A2
GTF3C2	2976	GTF3C2
GTF3C1	2975	GTF3C1
BRF1	2972	BRF1
GTF3A	2971	GTF3A
GTF2I	2969	GTF2I
GTF2H4	2968	GTF2H4
GTF2H3	2967	GTF2H3
